Wavelength,0%,0%H,0%V,10%,10%H,10%V,20%,20%H,20%V,30%,30%H,30%V
300,0.207481,3.964294,3.814398,0.199845,4,4,0.197765,3.900951,4,0.198394,4,3.956099
300.5,0.206436,3.925951,3.883419,0.198816,3.97806,4,0.196824,3.940001,3.978052,0.197359,4,3.977175
301,0.205409,4,3.967315,0.197741,3.983123,3.934429,0.195763,3.938575,3.916744,0.19638,3.941088,4
301.5,0.204034,4,4,0.196587,3.958317,3.994425,0.194553,4,3.961047,0.195174,4,3.994481
302,0.202789,4,3.970334,0.195449,3.976173,3.994171,0.193431,4,4,0.194044,4,3.98228
302.5,0.201662,4,4,0.194309,3.988061,3.934823,0.192347,4,3.970099,0.192825,4,4
303,0.200437,3.982394,3.973632,0.193117,4,4,0.191136,4,4,0.191754,4,4
303.5,0.199366,3.964787,4,0.191971,3.935057,3.971322,0.190135,4,3.973442,0.190653,4,4
304,0.19804,4,3.977473,0.190899,4,4,0.188969,3.969421,3.97737,0.189546,4,4
304.5,0.197102,3.951561,3.874789,0.189821,3.915604,3.914347,0.188074,3.969421,3.90855,0.188584,4,3.955975
305,0.19594,3.951874,3.922667,0.188815,4,3.98014,0.187105,4,3.970083,0.187539,4,3.943748
305.5,0.194842,3.962369,4,0.187785,4,3.966759,0.185994,3.928764,3.917179,0.186351,4,3.95584
306,0.19344,3.958032,3.985369,0.186574,4,3.946303,0.184547,3.915456,3.941525,0.185287,3.911713,3.901763
306.5,0.192265,3.878222,4,0.185795,4,3.958021,0.18363,3.868013,3.935562,0.18439,3.973562,3.973705
307,0.191617,3.962183,3.956252,0.18502,3.970747,3.906456,0.183013,3.978193,3.952163,0.183527,4,3.916008
307.5,0.190639,4,3.994284,0.184229,3.913018,3.866629,0.182119,3.864869,4,0.182876,3.994188,4
308,0.18998,3.821701,4,0.183421,3.929038,3.972471,0.181378,3.839714,3.962219,0.182225,3.882137,3.994269
308.5,0.189072,3.978315,3.985518,0.182714,3.970914,3.868164,0.18059,3.972164,3.979727,0.181311,3.966434,3.956554
309,0.188317,4,3.978308,0.181792,3.985512,3.956639,0.180016,4,3.985457,0.180572,3.916962,4
309.5,0.187763,4,3.950989,0.181286,3.942118,3.947813,0.1794,4,3.957672,0.179886,3.943201,3.832602
310,0.187211,3.94782,3.840075,0.180654,3.972206,4,0.17888,4,3.97834,0.179566,3.958153,3.872482
310.5,0.186621,3.967115,3.841623,0.180057,3.994399,3.938091,0.178226,3.93652,4,0.17896,4,3.962336
311,0.185878,4,3.905816,0.179474,3.966711,3.994412,0.177507,3.892783,3.978366,0.178605,4,3.972287
311.5,0.185289,3.948905,3.868947,0.178822,3.972355,3.910598,0.176968,4,3.919365,0.178086,3.947977,3.847
312,0.18471,3.978424,3.994467,0.17835,3.829011,4,0.17656,3.98559,3.907845,0.177722,4,4
312.5,0.18415,3.826046,4,0.177895,4,4,0.176129,4,3.951029,0.177142,4,3.980083
313,0.183528,3.972293,3.869536,0.177214,3.957888,4,0.175509,4,3.77349,0.176663,3.972294,3.919645
313.5,0.183122,3.739207,3.907108,0.176714,3.916824,3.901461,0.175166,4,3.920597,0.176149,3.937802,3.927695
314,0.182444,3.950626,3.979965,0.176377,3.950583,3.937744,0.174796,3.994332,3.916719,0.17562,4,3.85969
314.5,0.182089,4,3.972221,0.176035,3.902511,3.917388,0.174283,3.943077,3.944399,0.175341,4,3.929224
315,0.181722,3.985463,3.907104,0.175621,3.985441,4,0.174161,3.926444,4,0.175044,4,3.988456
315.5,0.181265,3.957696,4,0.175303,3.966785,3.934478,0.173652,3.97203,3.898587,0.17465,3.956388,3.935543
316,0.180774,3.963362,3.962114,0.174797,3.776426,3.935893,0.173245,3.97203,3.966063,0.174176,3.908913,3.933328
316.5,0.180591,3.802607,3.985143,0.174528,3.9447,3.815948,0.173085,4,3.951124,0.173816,3.993913,3.938512
317,0.180101,3.993831,4,0.174144,3.9001,3.966494,0.172701,4,3.971763,0.173791,3.966514,3.977913
317.5,0.17967,3.987545,3.930182,0.173879,3.977815,3.933377,0.172428,3.993788,3.97771,0.173636,3.984867,4
318,0.179526,3.987189,3.865215,0.1736,4,3.944634,0.172289,3.94699,4,0.17345,3.969685,3.984771
318.5,0.179247,3.90738,3.955464,0.173117,3.971375,4,0.171919,3.970907,4,0.172957,3.906892,3.969225
319,0.178698,4,4,0.172834,3.977695,3.93322,0.171681,4,3.96881,0.172707,4,3.971157
319.5,0.178443,3.870697,3.930199,0.17273,3.923607,3.797189,0.171401,3.933976,3.977043,0.172477,3.934139,3.984352
320,0.178097,3.927389,3.89823,0.172597,3.906643,3.93057,0.170973,3.970678,3.984083,0.172197,3.984169,3.876763
320.5,0.177824,3.858541,3.890063,0.172138,3.946048,3.915997,0.170706,3.95454,4,0.171803,3.97659,3.949326
321,0.177723,4,3.976413,0.172124,3.983789,3.962893,0.170809,3.976446,3.95261,0.171839,4,3.854072
321.5,0.177639,3.875785,3.916072,0.172082,3.98346,3.887515,0.17076,3.983436,4,0.171898,3.964973,3.874844
322,0.177582,3.93094,3.983227,0.172031,3.983207,3.74866,0.170748,4,4,0.171903,3.947668,3.90185
322.5,0.177397,3.98311,3.956122,0.172008,3.975431,3.876685,0.170726,4,3.952623,0.171878,3.953226,3.914329
323,0.177204,3.969461,3.969348,0.171865,3.870483,4,0.170694,4,3.940752,0.171774,4,3.948055
323.5,0.177128,3.924459,3.89391,0.171635,3.921667,3.982697,0.170382,3.924225,3.982615,0.171735,3.982533,3.925949
324,0.177141,4,4,0.171675,3.796301,3.849906,0.170484,3.922643,4,0.171829,4,4
324.5,0.177142,4,3.95093,0.171713,3.866927,3.872236,0.170579,3.94498,4,0.171696,4,4
325,0.17724,4,3.950264,0.171801,3.882449,3.9098,0.170541,3.866525,3.912094,0.171716,3.963187,4
325.5,0.177415,4,3.990185,0.17183,3.990208,3.927571,0.170698,3.943773,3.974344,0.172062,4,4
326,0.177536,4,3.913182,0.171975,3.955096,4,0.17085,3.973819,4,0.172102,3.967915,3.937573
326.5,0.177244,3.88009,3.889579,0.172165,3.892419,4,0.171002,3.949769,3.980724,0.172054,3.97364,3.989748
327,0.177388,3.957408,3.989228,0.17217,3.980633,3.922789,0.170966,3.86874,4,0.172112,3.906956,3.957085
327.5,0.177624,3.966848,4,0.172108,3.862335,4,0.171165,3.879217,3.796076,0.172249,3.919997,3.910338
328,0.177705,3.94611,3.999902,0.172322,3.8964,4,0.17128,3.946225,3.936372,0.172634,4,4
328.5,0.17766,3.972271,3.932805,0.172424,3.932889,3.999671,0.171341,3.97968,3.899648,0.172475,3.999333,3.979142
329,0.177947,3.939202,3.976304,0.172598,3.948184,4,0.171629,3.965309,3.938215,0.172787,3.999358,3.960202
329.5,0.178167,3.944644,4,0.17276,3.971535,3.905657,0.171739,3.97884,3.951433,0.172959,3.95916,3.965564
330,0.178531,3.956053,3.998886,0.173117,3.900459,3.963989,0.172083,4,3.912715,0.173195,3.960165,4
330.5,0.178452,3.90137,3.929219,0.173418,3.965192,3.820127,0.172243,3.956791,3.952448,0.173354,3.985505,4
331,0.178845,3.878654,3.916889,0.173467,4,3.845426,0.172521,3.90348,3.940136,0.173756,3.908111,3.889883
331.5,0.179056,3.897977,3.896203,0.173829,4,3.972763,0.172774,3.910971,3.848809,0.174092,3.85694,3.961853
332,0.179414,3.908539,3.866479,0.174113,4,3.891222,0.172886,3.901574,3.67994,0.17424,3.977329,3.897195
332.5,0.179535,3.89554,3.964231,0.17441,3.97692,3.739948,0.173207,3.97704,3.843185,0.174721,3.911981,3.765714
333,0.180191,3.963367,3.958494,0.174698,3.954922,3.943031,0.17357,3.916137,3.976722,0.174761,3.979095,3.957954
333.5,0.180045,4,3.981779,0.174958,3.867663,3.872219,0.173939,3.996399,3.891332,0.175039,3.996326,4
334,0.180436,3.914017,3.933025,0.174872,3.964892,3.92154,0.173973,3.879605,3.996221,0.175353,3.912055,4
334.5,0.180892,3.962307,3.995661,0.175431,3.920067,3.968305,0.174395,3.932351,3.944004,0.175522,4,3.907604
335,0.181458,3.912161,3.862019,0.175891,3.995561,3.927428,0.175036,3.818234,3.979669,0.176175,3.922971,4
335.5,0.181753,3.945108,3.884591,0.176246,3.946457,4,0.175168,4,3.8416,0.176295,3.967727,3.951803
336,0.181843,3.920844,3.98326,0.176767,3.958289,3.974601,0.175562,4,3.879864,0.176721,4,3.978234
336.5,0.182332,3.922434,3.893822,0.177118,3.994346,3.84836,0.17591,4,3.903536,0.177167,4,3.861074
337,0.182943,3.942521,3.779122,0.177642,3.919658,3.795328,0.176393,3.944457,3.91121,0.177497,3.993842,3.987968
337.5,0.183506,3.806434,3.850234,0.178044,3.81251,3.89961,0.176811,3.898648,3.701491,0.178097,3.836029,3.982193
338,0.183657,4,3.776946,0.178244,3.953145,3.859159,0.177081,4,3.975168,0.17844,3.959637,3.932073
338.5,0.183891,3.939662,3.901711,0.178578,3.80369,3.797216,0.177257,3.965342,3.931871,0.178698,3.938051,3.9246
339,0.184242,3.688785,3.992453,0.178821,3.925907,3.972521,0.177713,3.713377,3.853432,0.17897,3.871646,3.904991
339.5,0.184847,3.827353,4,0.179489,3.773498,4,0.17815,3.799245,3.925449,0.17966,3.921406,3.96187
340,0.185583,3.889146,3.906433,0.179506,3.948615,3.917769,0.178267,3.890804,3.746796,0.179502,3.950517,4
340.5,0.185491,3.945294,4,0.179055,3.92416,4,0.177495,3.900999,3.903109,0.178817,3.967185,4
341,0.185772,3.887217,3.889965,0.179659,3.954146,3.98169,0.178318,3.914354,4,0.179164,3.904404,3.893623
341.5,0.186441,3.91045,3.822058,0.180027,4,3.937282,0.178581,3.789181,3.962095,0.179865,4,3.961814
342,0.186865,3.861155,3.998652,0.180468,4,3.920538,0.178952,3.962666,3.945058,0.180085,3.9812,3.982617
342.5,0.187075,3.6452,3.869247,0.180578,3.858034,3.851065,0.179211,3.670123,3.797471,0.180465,3.94601,3.983102
343,0.187689,3.863437,3.877689,0.181118,3.886868,3.999144,0.179823,3.745944,3.892056,0.181014,3.97227,3.94013
343.5,0.188122,3.916822,3.940091,0.181549,3.945057,3.896708,0.180275,4,3.847104,0.181491,3.984037,3.972761
344,0.18877,3.932822,3.82017,0.18196,3.984335,3.898168,0.180474,4,3.904686,0.181827,3.930208,3.826418
344.5,0.189408,3.951546,4,0.182844,3.97339,3.903172,0.18119,4,3.69688,0.182419,3.901956,4
345,0.18991,3.851242,4,0.183311,3.959243,4,0.181692,3.973683,3.765729,0.183103,4,3.933945
345.5,0.190229,3.863568,3.97107,0.183894,3.925905,4,0.182483,3.882512,3.939197,0.183679,4,3.856869
346,0.190918,4,4,0.184306,3.803872,3.938367,0.182894,3.917774,3.907934,0.184166,3.914375,3.952533
346.5,0.191467,3.931575,3.911862,0.184855,3.894297,3.952317,0.183683,3.844586,4,0.184486,3.914473,3.918988
347,0.19197,3.934719,3.845366,0.185349,3.835617,3.77304,0.183849,3.791385,4,0.184719,3.959342,3.923212
347.5,0.192588,4,3.780949,0.18588,3.761138,3.946752,0.184418,3.97584,3.966863,0.18565,3.975685,3.948144
348,0.193327,4,3.838773,0.186266,4,3.927275,0.184995,3.967114,3.719813,0.186204,4,4
348.5,0.193849,3.838493,3.912719,0.187221,3.907117,3.987626,0.185795,3.960343,4,0.186804,4,3.987756
349,0.194534,4,3.988006,0.187562,3.848421,3.967765,0.186168,3.967808,4,0.187282,4,4
349.5,0.194911,3.965198,3.937776,0.188515,4,3.915745,0.186719,3.949503,4,0.187921,3.880463,3.968276
350,0.195791,3.913687,3.861903,0.189135,4,3.932665,0.187472,3.747546,3.916337,0.188605,3.893863,3.977175
350.5,0.196598,3.883362,3.806326,0.18977,3.977742,3.817594,0.188263,3.588483,3.977564,0.189396,3.935221,3.933351
351,0.197176,3.720538,3.969005,0.190282,3.792022,3.75391,0.188746,3.859517,3.677243,0.190035,3.765098,3.935131
351.5,0.197461,3.79786,3.969453,0.191063,3.93806,4,0.189694,3.912724,3.889983,0.190589,3.86007,3.938613
352,0.198331,3.959294,3.841668,0.191977,4,3.989815,0.190371,4,3.989621,0.19142,3.830412,3.853377
352.5,0.19902,3.948659,4,0.192421,3.978579,3.827995,0.190986,3.917016,3.916349,0.19232,4,3.928822
353,0.199966,3.921601,3.907278,0.19298,4,4,0.191723,3.846482,3.923232,0.192704,3.941778,3.970104
353.5,0.200507,3.8543,3.897605,0.193602,3.939161,3.838157,0.192239,3.8354,3.906009,0.193553,3.963002,3.979106
354,0.201112,4,3.947284,0.194056,4,4,0.192633,4,3.963204,0.193763,4,4
354.5,0.201794,3.957331,4,0.194793,3.904786,3.99087,0.193387,4,3.655726,0.19459,4,3.990804
355,0.202291,3.938671,3.884903,0.19548,3.783578,3.981876,0.194127,3.905158,3.864378,0.195056,4,3.970711
355.5,0.203218,3.991034,3.825789,0.196247,3.895784,3.941826,0.194503,3.970927,3.979744,0.195837,3.948656,3.923223
356,0.203858,3.982344,3.991242,0.196941,3.957744,3.766762,0.195303,4,4,0.196589,3.979753,3.82022
356.5,0.204875,3.892896,3.900573,0.197789,3.971054,3.963989,0.196259,3.903088,3.900556,0.19721,3.943775,3.742657
357,0.205707,3.95793,3.891991,0.198743,3.942437,3.890692,0.197256,3.963954,3.824639,0.198125,3.943981,3.938006
357.5,0.206566,3.962644,3.964038,0.199444,3.884058,3.881953,0.197964,3.940146,3.727195,0.198891,3.982834,3.948032
358,0.207065,4,3.9282,0.200395,3.927043,3.964105,0.198707,3.890062,3.893451,0.199729,3.991444,3.907116
358.5,0.208164,3.860755,3.742701,0.201327,3.823012,3.913604,0.199554,3.951365,3.864193,0.200705,4,3.91679
359,0.208931,3.859922,3.958042,0.201989,3.900732,3.872127,0.200223,3.940122,3.821488,0.201561,4,3.778556
359.5,0.209831,4,3.962566,0.202889,3.885963,3.900491,0.20128,3.896452,3.87289,0.202297,4,3.949305
360,0.210492,3.943961,3.914959,0.203479,3.860885,3.884171,0.202003,3.962277,3.878839,0.202875,3.9578,3.943715
360.5,0.211589,3.923492,3.847265,0.203994,3.928643,3.888763,0.202574,3.95959,3.970967,0.203546,3.848979,4
361,0.212214,3.979637,4,0.204965,3.892673,3.96192,0.203483,3.894981,3.857439,0.204398,3.840912,3.761883
361.5,0.212921,3.970747,3.990886,0.20601,3.979555,3.936946,0.204025,4,3.845829,0.205341,3.9634,3.990753
362,0.213715,4,3.924641,0.206844,3.917687,3.906579,0.20489,4,3.665387,0.20612,3.953926,3.990753
362.5,0.214396,3.970157,3.970204,0.207075,3.91732,3.864473,0.20588,3.929488,3.853658,0.206686,3.769996,3.858984
363,0.215389,3.969131,3.908093,0.208201,3.848842,3.978905,0.206536,3.978914,3.962865,0.207475,3.978888,3.908823
363.5,0.216439,3.893146,3.951303,0.209133,3.93518,3.969755,0.20742,3.962596,3.800961,0.208741,3.91897,3.894743
364,0.217507,3.744746,3.989528,0.210124,4,3.969213,0.20825,3.950729,3.915098,0.209345,3.822884,3.927917
364.5,0.218343,3.795382,3.931312,0.210971,4,3.934386,0.209332,3.92485,3.944589,0.209988,3.947112,4
365,0.21929,3.841511,3.876736,0.211635,3.950433,3.899244,0.210194,3.809057,3.783852,0.210997,3.885129,3.867166
365.5,0.220183,3.729882,3.732745,0.212387,3.983816,3.755276,0.211058,3.899375,3.652985,0.211977,3.956969,3.923918
366,0.221001,3.753385,3.860334,0.213373,3.928101,3.785803,0.211885,3.942412,3.711061,0.213017,3.975876,3.962041
366.5,0.221906,3.772236,3.891485,0.214332,3.820509,3.737658,0.212955,3.938836,3.659539,0.21399,3.879033,3.813509
367,0.222576,3.940009,3.892585,0.214967,3.982402,3.913326,0.213814,3.733329,3.76812,0.214509,3.99677,3.963298
367.5,0.223437,3.925854,3.807916,0.215931,3.81675,3.68419,0.21444,3.945067,3.606775,0.215533,3.821862,4
368,0.224383,3.734476,3.752985,0.216932,3.861844,3.884549,0.215361,3.886091,3.861026,0.216234,3.804722,3.970616
368.5,0.225483,3.903729,3.859579,0.218005,3.889687,3.811916,0.216601,3.672136,3.986404,0.21738,3.909069,3.707921
369,0.226365,3.884705,3.595586,0.218972,3.8083,3.848704,0.217303,3.796279,3.813227,0.218093,3.828317,3.831997
369.5,0.227625,3.956229,3.850499,0.220139,3.711989,3.771766,0.2184,3.637518,3.952738,0.21922,3.766788,3.901951
370,0.228701,3.871859,3.967381,0.220991,3.947389,3.826383,0.219127,3.876081,3.989478,0.220146,3.787793,3.660239
370.5,0.229477,4,3.921393,0.221852,3.979982,3.989668,0.220385,3.952092,4,0.221168,3.882821,3.776711
371,0.230315,3.855362,3.842323,0.222656,3.857617,3.821382,0.221491,3.965329,3.901112,0.221954,3.81548,3.899455
371.5,0.231364,3.941396,3.71945,0.223706,3.9329,3.866903,0.222071,3.768998,3.655454,0.222891,3.834439,3.960269
372,0.232122,3.958076,3.86431,0.224624,3.942322,3.846929,0.223027,3.731513,4,0.223789,3.846808,3.983563
372.5,0.233231,3.895746,3.975972,0.22552,3.992386,3.898497,0.224049,3.819965,3.926588,0.224589,3.844572,3.98353
373,0.234126,3.890173,3.754781,0.226356,3.949826,3.857416,0.224773,3.838582,3.984023,0.225389,3.836387,3.845419
373.5,0.234949,3.978298,3.745896,0.227359,3.822371,3.928391,0.225819,3.964963,3.852109,0.226354,3.915835,4
374,0.236048,3.89924,3.825356,0.228587,3.910662,3.892858,0.226812,3.901532,3.848008,0.227504,3.717738,3.988123
374.5,0.237196,3.773528,3.804489,0.229757,4,3.758666,0.228066,3.885493,3.959049,0.228643,3.885113,3.995203
375,0.238489,3.770028,3.891636,0.230823,3.995771,3.809672,0.229239,3.741106,3.668571,0.229843,3.982281,3.943049
375.5,0.23964,3.995982,3.987278,0.231904,3.851422,3.701784,0.230076,3.926559,3.987345,0.230938,3.871808,3.91455
376,0.240559,3.888287,3.802678,0.232587,3.904816,3.927973,0.231094,3.892086,3.866584,0.231853,3.853004,3.854548
376.5,0.241695,3.748364,3.825433,0.233662,3.988339,3.782588,0.232154,3.799971,3.882176,0.232989,3.91456,3.89932
377,0.242817,3.880451,4,0.234818,3.948782,3.754045,0.233298,3.922345,3.874915,0.234096,3.987717,3.912084
377.5,0.243831,3.890122,3.917846,0.236094,3.990157,3.855054,0.234404,3.832717,3.857897,0.235138,3.931295,3.92984
378,0.24507,3.792255,3.852709,0.237035,3.923642,3.967018,0.235538,3.8317,3.850938,0.236229,3.741145,4
378.5,0.246317,3.843017,3.948083,0.238207,3.867714,3.86791,0.236667,3.916042,3.972983,0.237264,3.944688,3.964406
379,0.247504,3.869394,3.881201,0.239295,3.970052,3.934046,0.237695,3.691198,3.681051,0.238389,3.945876,3.852314
379.5,0.248606,3.670366,3.648435,0.240475,3.771403,3.947674,0.238946,3.898477,3.871948,0.239379,3.785944,3.722194
380,0.249762,3.58017,3.992801,0.241669,3.785936,3.766398,0.240018,3.830026,3.855195,0.240646,3.914558,3.798833
380.5,0.251043,3.562732,3.621429,0.24282,3.586255,3.629771,0.241307,3.778667,3.61422,0.241946,3.822663,3.524421
381,0.252151,3.574195,3.563707,0.244099,3.600718,3.420074,0.242451,3.754402,3.443632,0.243038,3.445922,3.495094
381.5,0.253467,3.413467,3.516272,0.245321,3.411776,3.513868,0.243828,3.367046,3.456087,0.244327,3.448571,3.282929
382,0.254601,3.282468,3.335754,0.246527,3.211843,3.222887,0.244931,3.31554,3.291278,0.245488,3.234591,3.383322
382.5,0.255916,3.124318,3.235986,0.247807,3.068248,3.192062,0.245957,3.122666,3.135746,0.246622,3.082829,3.160799
383,0.257141,3.007778,3.038863,0.248661,2.963574,3.094792,0.247101,3.010318,2.982762,0.247628,2.989799,3.017887
383.5,0.258339,2.878583,2.947253,0.249844,2.876264,2.952303,0.248241,2.86401,2.894545,0.248804,2.856971,2.879095
384,0.259593,2.743459,2.848224,0.251236,2.72936,2.818038,0.249434,2.766619,2.808505,0.24993,2.768574,2.783907
384.5,0.260702,2.634881,2.719846,0.252347,2.635803,2.698885,0.250589,2.633211,2.690737,0.25107,2.654753,2.687071
385,0.261887,2.514599,2.586679,0.253433,2.52495,2.594262,0.251753,2.513433,2.579479,0.252207,2.557351,2.569161
385.5,0.263368,2.416532,2.511837,0.2547,2.433356,2.492013,0.253136,2.403749,2.474059,0.253586,2.436579,2.474329
386,0.264682,2.329261,2.411324,0.25595,2.321572,2.399325,0.254511,2.34291,2.374063,0.254602,2.354081,2.372542
386.5,0.265931,2.232789,2.312447,0.2573,2.234483,2.303134,0.255578,2.249059,2.27952,0.255977,2.261423,2.27499
387,0.267341,2.142937,2.223114,0.258669,2.141999,2.209106,0.257004,2.153915,2.186831,0.257336,2.160549,2.193306
387.5,0.268734,2.054848,2.142591,0.259887,2.049197,2.114737,0.258258,2.062823,2.103765,0.258558,2.06874,2.104707
388,0.270144,1.974443,2.056519,0.261338,1.968652,2.028011,0.259714,1.975256,2.022941,0.25985,1.987793,2.026238
388.5,0.27145,1.893223,1.978928,0.262682,1.891756,1.948551,0.261017,1.897419,1.939948,0.261216,1.903815,1.941416
389,0.272846,1.814579,1.903993,0.264067,1.816628,1.877022,0.262253,1.82245,1.867998,0.262582,1.829585,1.86494
389.5,0.274226,1.746872,1.836046,0.265441,1.746742,1.811709,0.2636,1.758421,1.797137,0.263848,1.763062,1.79766
390,0.275553,1.678579,1.767385,0.266836,1.678699,1.742349,0.264997,1.686644,1.735592,0.265312,1.695118,1.729093
390.5,0.276981,1.61258,1.705761,0.268235,1.616415,1.679776,0.266369,1.624022,1.675549,0.266855,1.629425,1.666102
391,0.27825,1.55385,1.647268,0.269511,1.557184,1.625214,0.267829,1.563687,1.618307,0.268083,1.567651,1.607085
391.5,0.279699,1.497687,1.593786,0.271116,1.499949,1.571284,0.269319,1.507245,1.560726,0.269553,1.510131,1.552993
392,0.28106,1.445741,1.547145,0.272471,1.451026,1.524157,0.270692,1.457399,1.514836,0.271052,1.459499,1.506605
392.5,0.28249,1.397179,1.50268,0.27377,1.402833,1.481171,0.272231,1.407602,1.470209,0.272501,1.412322,1.46088
393,0.283957,1.349783,1.457104,0.275325,1.354677,1.437587,0.273663,1.358992,1.425211,0.274269,1.366585,1.417831
393.5,0.285359,1.30474,1.416846,0.276834,1.308688,1.396462,0.27535,1.313037,1.384527,0.275927,1.320124,1.376092
394,0.286994,1.261521,1.378941,0.27827,1.26381,1.35712,0.277087,1.268345,1.344067,0.277658,1.275243,1.337136
394.5,0.28841,1.221213,1.344349,0.27982,1.221124,1.322474,0.27865,1.22654,1.307368,0.279203,1.234783,1.302855
395,0.289841,1.183841,1.315288,0.281308,1.184989,1.291676,0.28012,1.190724,1.278454,0.280808,1.198485,1.27256
395.5,0.29135,1.146443,1.286528,0.283029,1.148306,1.261914,0.282132,1.153495,1.248866,0.28277,1.161282,1.243731
396,0.292973,1.112083,1.259678,0.28478,1.113194,1.234398,0.28395,1.119395,1.221846,0.284496,1.126532,1.215654
396.5,0.294504,1.079042,1.235628,0.286497,1.080879,1.210549,0.285697,1.086621,1.197478,0.286346,1.094369,1.191487
397,0.296069,1.049127,1.213347,0.288137,1.050855,1.188113,0.287416,1.057441,1.177207,0.288104,1.064994,1.170892
397.5,0.297692,1.020491,1.194332,0.289965,1.022792,1.169108,0.289371,1.03029,1.157337,0.290056,1.036864,1.151449
398,0.299282,0.995815,1.177296,0.291462,0.998406,1.152318,0.291099,1.006211,1.14111,0.2919,1.012756,1.134269
398.5,0.300866,0.970778,1.160715,0.293328,0.973877,1.135915,0.29291,0.981356,1.125015,0.293765,0.98754,1.117796
399,0.302383,0.948482,1.146155,0.295021,0.951728,1.120969,0.294824,0.959029,1.109596,0.295679,0.965914,1.103248
399.5,0.304115,0.928053,1.132632,0.296729,0.93142,1.107291,0.296607,0.938794,1.095761,0.297461,0.945718,1.088704
400,0.305604,0.909704,1.120222,0.29838,0.913094,1.095598,0.298283,0.920651,1.083193,0.299306,0.927911,1.076267
400.5,0.307248,0.892802,1.108469,0.300153,0.896502,1.084127,0.299966,0.90391,1.071054,0.301172,0.911383,1.064363
401,0.30898,0.876549,1.096791,0.301832,0.880743,1.072578,0.301872,0.888014,1.059534,0.303017,0.8955,1.053077
401.5,0.310684,0.861891,1.086207,0.303612,0.866179,1.061215,0.30375,0.873477,1.048554,0.304889,0.881154,1.042035
402,0.312338,0.849367,1.076153,0.305312,0.85357,1.051008,0.305468,0.861286,1.038561,0.306608,0.868357,1.031538
402.5,0.3139,0.839073,1.067252,0.306917,0.843028,1.041969,0.307138,0.850729,1.029007,0.308268,0.858126,1.022574
403,0.315609,0.828224,1.05771,0.308662,0.832358,1.032742,0.308823,0.840235,1.019415,0.309997,0.84769,1.012843
403.5,0.317415,0.818335,1.048182,0.310402,0.822521,1.023149,0.310677,0.830657,1.009773,0.311832,0.838269,1.003177
404,0.319017,0.809872,1.039524,0.31197,0.814206,1.013845,0.312319,0.822448,1.000734,0.313521,0.830088,0.993791
404.5,0.320804,0.802366,1.031507,0.313785,0.806919,1.00582,0.314043,0.815101,0.99277,0.315311,0.822725,0.985627
405,0.322513,0.795808,1.024009,0.315513,0.800454,0.99797,0.315794,0.808926,0.984736,0.317075,0.81633,0.977452
405.5,0.324318,0.790023,1.016373,0.317259,0.79483,0.99062,0.317595,0.803493,0.977589,0.318783,0.810839,0.970286
406,0.326074,0.784994,1.010041,0.319021,0.789791,0.983376,0.319266,0.79856,0.970564,0.320555,0.806099,0.962928
406.5,0.328059,0.780522,1.003445,0.320892,0.78555,0.976459,0.321198,0.794422,0.963527,0.322324,0.801763,0.956017
407,0.329932,0.776425,0.997137,0.322776,0.781562,0.970255,0.323029,0.790378,0.957037,0.324159,0.797946,0.948988
407.5,0.331816,0.772776,0.991279,0.324609,0.778065,0.964308,0.324775,0.787168,0.951044,0.326085,0.794882,0.942959
408,0.333617,0.770021,0.985974,0.326393,0.775467,0.959069,0.326577,0.784474,0.945772,0.327796,0.792063,0.937677
408.5,0.335457,0.767606,0.981499,0.328028,0.773047,0.954283,0.328303,0.782177,0.940841,0.32946,0.789968,0.932742
409,0.337304,0.765645,0.976884,0.329909,0.77121,0.949982,0.330074,0.780509,0.936359,0.331231,0.788204,0.92775
409.5,0.33941,0.763615,0.972268,0.331813,0.769504,0.945319,0.33207,0.778821,0.931293,0.333228,0.786773,0.922951
410,0.341338,0.762205,0.968759,0.333799,0.767948,0.941165,0.333911,0.77763,0.927392,0.335134,0.785496,0.918905
410.5,0.343226,0.761199,0.965357,0.335626,0.766845,0.937794,0.335728,0.776558,0.9237,0.336954,0.78468,0.915328
411,0.345043,0.760375,0.96226,0.337397,0.766018,0.934516,0.337592,0.775937,0.920259,0.338708,0.784118,0.911796
411.5,0.346922,0.759656,0.959933,0.339086,0.765508,0.931986,0.339385,0.775471,0.917561,0.340551,0.783625,0.908827
412,0.348663,0.75925,0.957543,0.340817,0.765203,0.929275,0.341215,0.775363,0.91461,0.342323,0.783514,0.906207
412.5,0.350598,0.758852,0.955271,0.342703,0.765032,0.926814,0.343073,0.775169,0.912124,0.344152,0.783658,0.903862
413,0.35255,0.758783,0.953336,0.34468,0.765156,0.924551,0.345014,0.775311,0.910227,0.346048,0.783898,0.901495
413.5,0.354415,0.75899,0.951585,0.346513,0.765103,0.922765,0.346819,0.775753,0.908202,0.347808,0.78412,0.899319
414,0.356455,0.759018,0.950073,0.348454,0.765343,0.920619,0.348781,0.776057,0.906307,0.349761,0.784677,0.897306
414.5,0.358544,0.759342,0.94864,0.350544,0.765863,0.919208,0.350758,0.776478,0.904551,0.351739,0.785242,0.89542
415,0.360443,0.759744,0.947479,0.352531,0.766543,0.917842,0.352786,0.77712,0.903153,0.353759,0.786091,0.893883
415.5,0.362475,0.760174,0.946193,0.354558,0.767263,0.916333,0.354761,0.777896,0.901735,0.355704,0.78683,0.892596
